0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
0.23923,0.0003316,21.758,0.33153,1.0377e-09
